
shape of dataset:
(891, 5)
shape of array(dataset)
(891, 5)
[1. 1. 1. 1. 1.]
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:1 1
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test1 result is:0 0
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:1 1
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
the test2 result is:0 0
